area_type,availability,location,size,total_sqft,bath,balcony,price(in Lakhs),price
Super built-up  Area,Ready To Move,Hoskote,2 BHK,1095,2,2,33.6,3360000
Plot  Area,Ready To Move,Hoskote,4 BHK,1200,4,2,100,10000000
Plot  Area,Ready To Move,Hoskote,4 BHK,1200,4,3,140,14000000
Plot  Area,Ready To Move,Hoskote,3 BHK,1200,3,2,57,5700000
Plot  Area,Ready To Move,Hoskote,4 BHK,1200,4,1,120,12000000
Built-up  Area,Ready To Move,Hoskote,2 BHK,1065,2,3,33.75,3375000
Built-up  Area,Ready To Move,Hoskote,2 BHK,1065,2,3,31.5,3150000
Super built-up  Area,Ready To Move,Hoskote,3 BHK,1225,3,1,40,4000000
Plot  Area,19-Mar,Hoskote near,2 BHK,600,2,2,29.5,2950000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1145,2,2,60,6000000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085,2,2,30.38,3038000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2,106,10600000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1508,2,1,110,11000000
Super built-up  Area,18-Jul,Hosur Road,3 BHK,1427,2,1,80.63,8063000
Super built-up  Area,18-Oct,Hosur Road,3 BHK,1510,2,1,105,10500000
Plot  Area,Ready To Move,Hosur Road,4 BHK,2000,4,1,130,13000000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2,108,10800000
Plot  Area,Ready To Move,Hosur Road,4 BHK,2000,4,1,69,6900000
Built-up  Area,Ready To Move,Hosur Road,3 BHK,1590,2,2,125,12500000
Built-up  Area,Ready To Move,Hosur Road,3 BHK,1175,2,2,48,4800000
Built-up  Area,16-Mar,Hosur Road,2 BHK,1194,2,0,69,6900000
Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656,2,1,120,12000000
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,460,1,1,21,2100000
Plot  Area,Ready To Move,Hosur Road,4 BHK,3000,4,2,160,16000000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1890,3,2,162,16200000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1180,2,2,36.5,3650000
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,760,1,2,21.28,2128000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250,2,1,55,5500000
Super built-up  Area,18-Jun,Hosur Road,3 BHK,1689,3,2,103,10300000
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,660,1,1,23,2300000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1370,3,3,38.36,3836000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250,2,2,65,6500000
Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689,3,2,103,10300000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,2289,3,3,180,18000000
Super built-up  Area,18-May,Hosur Road,3 BHK,1427,2,1,130,13000000
Super built-up  Area,17-Jun,Hosur Road,3 BHK,1250,2,2,50,5000000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2,106,10600000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1685,3,1,90,9000000
Super built-up  Area,18-Apr,Hosur Road,2 BHK,1223,2,1,93,9300000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1464,3,2,56,5600000
Super built-up  Area,18-Apr,Hosur Road,3 BHK,1919,3,2,117,11700000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1170,2,1,48,4800000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590,2,2,135,13500000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2,106,10600000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1733,2,3,85,8500000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1179,2,1,49,4900000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,950,2,1,60,6000000
Super built-up  Area,18-Jun,Hosur Road,2 BHK,1194,2,1,71.64,7164000
Super built-up  Area,18-Apr,Hosur Road,3 BHK,1766,3,1,130,13000000
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590,2,2,126,12600000
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085,2,2,33.7,3370000
Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689,3,1,103,10300000
Super built-up  Area,Ready To Move,Howthinarayanappa Garden,2 BHK,1022,2,2,52,5200000
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1325,2,3,56,5600000
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1320,2,3,60,6000000
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,850,2,1,30,3000000
Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,840,2,2,35,3500000
Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,1100,2,1,50,5000000
Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,885,2,3,40,4000000
Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1325,3,1,57,5700000
Plot  Area,Ready To Move,Hsr layout sector3,4 BHK,1200,4,3,375,37500000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1260,2,1,82,8200000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1650,3,2,78,7800000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1300,2,3,36,3600000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1080,2,2,43.2,4320000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1100,2,2,71.5,7150000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1758,3,2,65,6500000
Super built-up  Area,Ready To Move,Hulimavu,1 BHK,688,1,2,50,5000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255,2,2,73,7300000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1058,2,1,48,4800000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1375,2,2,80,8000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1248,2,1,69,6900000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1818,3,1,135,13500000
Super built-up  Area,17-Oct,Hulimavu,2 BHK,1225,2,2,55,5500000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255,2,2,74,7400000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255,2,2,69,6900000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255,2,3,66,6600000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,3035,5,3,220,22000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1127,2,1,65,6500000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1200,2,1,50,5000000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1430,2,2,90,9000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,850,1,1,39.5,3950000
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1320,2,2,59,5900000
Super built-up  Area,18-Mar,Hulimavu,4 BHK,3560,5,3,318,31800000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1011,2,2,38,3800000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1021,2,1,76,7600000
Super built-up  Area,Ready To Move,Hulimavu,1 BHK,581,1,1,29,2900000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,935,2,3,45,4500000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1231,2,1,84.5,8450000
Super built-up  Area,18-Dec,Hulimavu,3 BHK,1916,2,1,150,15000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1115,2,2,44.6,4460000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1242,2,3,51,5100000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1125,2,2,50,5000000
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1276,2,2,76,7600000
Plot  Area,Ready To Move,Hulimavu,2 BHK,1500,2,0,90,9000000
Plot  Area,Ready To Move,Hulimavu,4 BHK,1200,4,1,75,7500000
Built-up  Area,Ready To Move,Hulimavu,3 BHK,1823,3,2,100,10000000
Built-up  Area,Ready To Move,Hulimavu,3 BHK,1450,3,3,72,7200000
Built-up  Area,Ready To Move,Hulimavu,2 BHK,1000,2,1,45,4500000
Built-up  Area,Ready To Move,Hulimavu,4 BHK,2000,4,0,100,10000000
Built-up  Area,Ready To Move,Hulimavu,4 BHK,1200,4,0,75,7500000
Built-up  Area,Ready To Move,Hulimavu,3 BHK,1320,2,2,65,6500000
Built-up  Area,Ready To Move,Hulimavu,1 BHK,450,1,1,20,2000000
Carpet  Area,Ready To Move,Hulimavu,1 BHK,500,1,3,220,22000000
Plot  Area,18-Aug,Hulimavu,4 BHK,1500,4,3,192,19200000
Plot  Area,Ready To Move,Hulimavu,2 BHK,1200,2,0,75,7500000
Built-up  Area,Ready To Move,Hulimavu,2 BHK,1050,2,2,125,12500000
Plot  Area,18-Mar,Hunasamaranahalli,4 BHK,7500,4,2,900,90000000
Plot  Area,Ready To Move,Hunasamaranahalli,4 BHK,4000,4,2,675,67500000
Built-up  Area,18-Dec,Huskur,3 BHK,1400,2,1,40.43,4043000
Built-up  Area,18-Dec,Huskur,2 BHK,1140,2,1,32.92,3292000
Built-up  Area,18-Dec,Huskur,2 BHK,1125,2,1,32.49,3249000
Built-up  Area,18-Dec,Huskur,2 BHK,1165,2,1,33.64,3364000
Built-up  Area,18-Jul,Huskur,3 BHK,1310,2,1,37.83,3783000
Built-up  Area,18-Dec,Huskur,2 BHK,1090,2,1,31.48,3148000
Built-up  Area,18-Aug,Huskur,3 BHK,1220,2,1,35.23,3523000
Plot  Area,Ready To Move,Huttanahalli,3 BHK,2400,4,2,325,32500000
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,1050,2,1,51,5100000
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1310,2,3,68,6800000
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1000,2,1,60,6000000
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,1200,2,3,43,4300000
Built-up  Area,Ready To Move,ISRO Layout,4 BHK,4200,4,2,255,25500000
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1370,2,2,87,8700000
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1000,2,1,60,6000000
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1180,2,3,52,5200000
Built-up  Area,Ready To Move,ISRO Layout,4 BHK,950,3,3,179,17900000
Plot  Area,Ready To Move,ISRO Layout,4 BHK,1200,4,2,155,15500000
Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,1200,4,1,230,23000000
Built-up  Area,Ready To Move,ITI Layout,3 BHK,1533,3,2,115,11500000
Super built-up  Area,Ready To Move,ITI Layout,2 BHK,1333,2,2,77.27,7727000
Super built-up  Area,Ready To Move,ITI Layout,3 BHK,1602,2,0,75,7500000
Built-up  Area,Ready To Move,ITI Layout,2 BHK,1450,2,2,90,9000000
Built-up  Area,Ready To Move,ITI Layout,3 BHK,1602,2,1,75,7500000
Plot  Area,18-Dec,ITPL,3 BHK,1200,3,1,68.4,6840000
Plot  Area,18-Sep,ITPL,3 BHK,1200,3,1,56.12,5612000
Plot  Area,18-Aug,ITPL,3 BHK,1200,3,1,56.12,5612000
Super built-up  Area,18-Dec,ITPL,2 BHK,850,2,1,25.4,2540000
Super built-up  Area,18-Dec,ITPL,2 BHK,900,2,1,27,2700000
Super built-up  Area,18-Dec,ITPL,2 BHK,1000,2,1,29.95,2995000
Super built-up  Area,Ready To Move,ITPL,4 BHK,3262,5,2,205,20500000
Super built-up  Area,Ready To Move,ITPL,3 BHK,1548,3,2,89.5,8950000
Plot  Area,18-Aug,ITPL,3 BHK,1500,3,1,61.52,6152000
Plot  Area,18-Dec,ITPL,3 BHK,1200,3,1,56.12,5612000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,251,25100000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,4,2,268,26800000
Super built-up  Area,18-Dec,Iblur Village,3 BHK,1920,3,2,130,13000000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3633,5,1,335,33500000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,297,29700000
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,2666,4,1,200,20000000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,279,27900000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,260,26000000
Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920,3,2,150,15000000
Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920,3,2,150,15000000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,290,29000000
Super built-up  Area,18-Dec,Iblur Village,3 BHK,2000,4,2,138,13800000
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,3235,3,1,235,23500000
Built-up  Area,Ready To Move,Iblur Village,2 BHK,1400,2,2,68,6800000
Super built-up  Area,18-Dec,Iblur Village,3 BHK,1995,3,2,135,13500000
Super built-up  Area,18-Dec,Iblur Village,3 BHK,1920,3,2,130,13000000
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,2300,3,1,220,22000000
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,1918,3,2,129,12900000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,0,252,25200000
Super built-up  Area,18-Dec,Iblur Village,3 BHK,2100,4,2,145,14500000
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,1920,3,2,130,13000000
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,282,28200000
Carpet  Area,Ready To Move,Iggalur,2 BHK,910,2,1,30.5,3050000
Plot  Area,Ready To Move,Ilyas Nagar,4 BHK,600,3,0,95,9500000
Super built-up  Area,Ready To Move,Ilyas Nagar,4 BHK,750,6,2,75,7500000
Plot  Area,Ready To Move,Ilyas Nagar,4 BHK,900,4,1,75,7500000
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,1180,2,2,48,4800000
Plot  Area,Ready To Move,Immadihalli,1 BHK,672,1,1,27,2700000
Plot  Area,Ready To Move,Immadihalli,2 BHK,900,3,1,105,10500000
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,1135,2,2,68,6800000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1145,2,2,100,10000000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1475,2,2,171,17100000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1470,2,2,170,17000000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260,2,2,100,10000000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1700,3,2,150,15000000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2200,3,2,160,16000000
Plot  Area,Ready To Move,Indira Nagar,4 BHK,2400,4,1,700,70000000
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,2800,4,3,365,36500000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260,2,3,120,12000000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1149,2,1,130,13000000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,1,150,15000000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1400,2,2,168,16800000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,2,200,20000000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2070,3,2,225,22500000
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,850,1,2,57,5700000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2800,3,1,330,33000000
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,500,1,0,70,7000000
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,1224,2,2,105,10500000
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,1210,2,1,102,10200000
Built-up  Area,Ready To Move,Indira Nagar,4 BHK,2200,4,2,200,20000000
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,3,220,22000000
Built-up  Area,16-Sep,Indira Nagar,4 BHK,3200,3,2,250,25000000
Built-up  Area,Ready To Move,Indira Nagar,4 BHK,4000,4,1,700,70000000
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1740,3,2,191,19100000
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,850,1,2,60,6000000
Carpet  Area,Ready To Move,Indira Nagar,3 BHK,1875,3,1,180,18000000
Plot  Area,Ready To Move,Indira Nagar,4 BHK,2400,4,2,525,52500000
Plot  Area,Ready To Move,Indira Nagar,3 BHK,1440,3,1,275,27500000
Plot  Area,Ready To Move,Indira Nagar,4 BHK,2400,4,2,405,40500000
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,2,200,20000000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1200,2,2,93,9300000
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1128,2,2,105,10500000
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1500,3,3,120,12000000
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1407,3,1,120,12000000
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3 BHK,1740,3,2,199,19900000
Super built-up  Area,Ready To Move,Indira Nagar Stage 2,2 BHK,1196,2,1,96,9600000
Plot  Area,Ready To Move,Indiranagar HAL 2nd Stage,4 BHK,2400,4,1,640,64000000
Super built-up  Area,18-Aug,Indra Nagar,3 BHK,1550,3,2,258,25800000
Built-up  Area,Ready To Move,Infantry Road,4 BHK,2170,3,2,265,26500000
Built-up  Area,Ready To Move,Ittamadu,2 BHK,1080,2,2,50,5000000
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1475,3,3,75,7500000
Built-up  Area,Ready To Move,Ittamadu,2 BHK,1200,2,0,43,4300000
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1600,3,2,100,10000000
Built-up  Area,Ready To Move,Ittamadu,1 BHK,1200,2,0,85,8500000
Plot  Area,Ready To Move,Ittamadu,3 BHK,1800,3,0,95,9500000
Plot  Area,Ready To Move,J C Nagar,3 BHK,1200,2,0,108,10800000
Super built-up  Area,Ready To Move,J C Nagar,3 BHK,1525,3,3,65,6500000
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,4 BHK,1200,4,2,350,35000000
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690,4,2,185,18500000
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1160,2,1,41.75,4175000
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1180,2,2,42,4200000
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1160,2,1,40.53,4053000
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1060,2,2,37,3700000
Super built-up  Area,18-Dec,JP Nagar,2 BHK,1300,2,1,109,10900000
Super built-up  Area,18-Dec,JP Nagar,3 BHK,3860,3,2,402,40200000
Super built-up  Area,18-Aug,JP Nagar,2 BHK,1152,2,1,34.56,3456000
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,750,1,1,52.5,5250000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200,2,3,78,7800000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100,2,1,45,4500000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1197,2,1,47.88,4788000
Super built-up  Area,18-Jun,JP Nagar,3 BHK,1275,3,2,41.2,4120000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1245,2,2,110,11000000
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3000,4,2,140,14000000
Super built-up  Area,19-Dec,JP Nagar,3 BHK,1960,3,1,138,13800000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1690,3,2,112,11200000
Built-up  Area,Ready To Move,JP Nagar,4 BHK,1500,2,0,87,8700000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1590,2,3,85,8500000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1520,3,2,125,12500000
Built-up  Area,Ready To Move,JP Nagar,2 BHK,1048,2,1,44,4400000
Carpet  Area,Ready To Move,JP Nagar,3 BHK,2400,3,3,196,19600000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850,3,3,150,15000000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500,2,3,82,8200000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1000,2,1,35,3500000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,940,2,1,49,4900000
Super built-up  Area,18-Jul,JP Nagar,2 BHK,1120,2,2,33.6,3360000
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,1050,1,1,44,4400000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200,2,2,62,6200000
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,1650,3,1,220,22000000
Super built-up  Area,18-May,JP Nagar,2 BHK,1300,2,1,90.87,9087000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100,2,2,70,7000000
Super built-up  Area,19-Dec,JP Nagar,3 BHK,1750,3,1,123,12300000
Built-up  Area,18-Apr,JP Nagar,2 BHK,1100,1,1,15,1500000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1600,3,2,83,8300000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250,2,2,60,6000000
Super built-up  Area,18-Jun,JP Nagar,2 BHK,1125,2,2,39.98,3998000
Super built-up  Area,18-Jun,JP Nagar,2 BHK,1060,2,2,33.95,3395000
Super built-up  Area,19-Dec,JP Nagar,2 BHK,1300,2,1,91.65,9165000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1107,2,1,57,5700000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250,2,2,93,9300000
Super built-up  Area,18-Aug,JP Nagar,2 BHK,1133,2,1,33.99,3399000
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3200,5,3,309,30900000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500,2,1,108,10800000
Super built-up  Area,19-Dec,JP Nagar,2 BHK,1405,2,1,99,9900000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1157,2,1,73,7300000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500,2,3,82,8200000
Super built-up  Area,18-Jun,JP Nagar,3 BHK,1275,2,2,43.6,4360000
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1150,2,2,90,9000000
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,745,1,0,34.27,3427000
Built-up  Area,Ready To Move,JP Nagar,4 BHK,3000,3,2,150,15000000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,2500,3,2,135,13500000
Built-up  Area,Ready To Move,JP Nagar,2 BHK,1078,2,2,45,4500000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,2000,3,2,250,25000000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1315,2,1,85.4,8540000
Built-up  Area,Ready To Move,JP Nagar,4 BHK,3000,4,2,140,14000000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,3300,4,3,160,16000000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1150,2,2,49.9,4990000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1450,2,2,55,5500000
Built-up  Area,Ready To Move,JP Nagar,2 BHK,820,2,1,45,4500000
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,2050,3,3,82,8200000
Super built-up  Area,18-Dec,JP Nagar,4 BHK,4000,4,3,441,44100000
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1452,2,1,41,4100000
Super built-up  Area,19-Jan,"JP Nagar 7th Phase,",2 BHK,1150,2,1,74,7400000
Built-up  Area,Ready To Move,"JP Nagar 7th Phase,",3 BHK,1503,2,2,93,9300000
Built-up  Area,Ready To Move,"JP Nagar 8th Phase,",3 BHK,1853,3,2,82,8200000
Built-up  Area,20-Dec,"JP nagar 9th Phase,",3 BHK,1531,3,2,72,7200000
Super built-up  Area,Ready To Move,Jagadish Nagar,3 BHK,1465,2,2,88,8800000
Super built-up  Area,18-Apr,Jagajyothi layout,2 BHK,1250,2,3,58,5800000
Super built-up  Area,Ready To Move,Jai Bheema Nagar,2 BHK,1339,2,2,55,5500000
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,1470,2,2,70,7000000
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,1600,3,2,102,10200000
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,1000,2,1,63,6300000
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,950,2,3,57,5700000
Plot  Area,Ready To Move,Jakkasandra Extension,4 BHK,2679,5,2,280,28000000
Super built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,990,2,2,58,5800000
Super built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,1205,2,1,70,7000000
Super built-up  Area,20-Dec,Jakkur,3 BHK,1485,3,2,72,7200000
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1710,3,2,110,11000000
Super built-up  Area,22-May,Jakkur,3 BHK,1932.47,3,2,183,18300000
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1150,3,2,65,6500000
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1432,2,1,85,8500000
Super built-up  Area,20-Jun,Jakkur,3 BHK,1950,3,2,131,13100000
Super built-up  Area,Ready To Move,Jakkur,3 BHK,3295,3,3,310,31000000
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1660,3,2,104,10400000
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1125,2,1,44.75,4475000
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1473,2,1,85,8500000
Super built-up  Area,18-Dec,Jakkur,3 BHK,1660,3,2,104,10400000
Super built-up  Area,17-Dec,Jakkur,2 BHK,1290,2,1,100,10000000
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1760,3,2,139,13900000
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1100,2,2,52,5200000
Super built-up  Area,20-Dec,Jakkur,2 BHK,1100,2,1,53.35,5335000
Super built-up  Area,19-Dec,Jakkur,3 BHK,1865,3,1,124,12400000
Super built-up  Area,22-May,Jakkur,4 BHK,3467.86,6,3,249,24900000
Super built-up  Area,18-Apr,Jakkur,3 BHK,1396,2,1,86.51,8651000
